date,V,Qi,Qo
09/12/1995,181.148,0.4745,14.3634
09/13/1995,182.924,30.5903,10.0347
09/14/1995,182.252,4.0741,11.8519
09/15/1995,181.34,3.3102,13.8657
09/16/1995,181.916,18.75,12.0833
09/17/1995,181.1,0.7986,10.2431
09/18/1995,180.134,0.9375,12.1181
09/19/1995,182.252,32.4306,7.9167
09/20/1995,182.636,17.2685,12.8241
09/21/1995,182.732,16.0185,14.9074
09/22/1995,184.076,26.8287,11.2732
09/23/1995,185.18,25.6713,12.8935
09/24/1995,184.412,2.2222,11.1111
09/25/1995,183.788,4.0278,11.25
09/26/1995,185.036,23.3681,8.9236
09/27/1995,186.3,28.2292,13.5995
09/28/1995,188.9,45.1968,15.1042
09/29/1995,190.1,23.287,9.3981
09/30/1995,191.059,18.8542,7.7546
10/01/1995,190.55,7.4306,13.3218
10/02/1995,189.8,0.9838,9.6644
10/03/1995,191.85,37.0486,13.3218
10/04/1995,194.822,47.0023,12.6042
10/05/1995,197.476,39.8843,9.1667
10/06/1995,198.926,27.3843,10.6019
10/07/1995,198.868,12.581,13.2523
10/08/1995,199.68,19.6412,10.2431
10/09/1995,198.81,0.7292,10.7986
10/10/1995,198.288,5.8218,11.8634
10/11/1995,197.418,0.5324,10.6019
10/12/1995,196.432,0.3472,11.7593
10/13/1995,195.564,0.4167,10.463
10/14/1995,194.78,0.6134,9.6875
10/15/1995,193.815,0.463,11.6319
10/16/1995,193.02,2.0139,11.2153
10/17/1995,192.38,2.6042,10.0116
10/18/1995,192.7,12.6852,8.9815
10/19/1995,193.23,18.7037,12.5694
10/20/1995,193.18,10.1157,10.6944
10/21/1995,192.12,1.6667,13.9352
10/22/1995,191.64,3.588,9.1435
10/23/1995,190.6,1.1806,13.2176
10/24/1995,189.9,0.3241,8.4259
10/25/1995,189.15,3.3102,11.9907
10/26/1995,188.25,6.5972,17.0139
10/27/1995,188.1,10.4514,12.1875
10/28/1995,187.35,4.2824,12.963
10/29/1995,186.4,0.2778,11.2732
10/30/1995,185.42,0.162,11.5046
10/31/1995,185.036,3.4954,7.9398
11/01/1995,184.172,0.625,10.625
11/02/1995,183.164,0.3935,12.0602
11/03/1995,182.204,0.463,11.5741
11/04/1995,181.532,0.3241,8.1019
11/05/1995,180.594,0.2893,11.1458
11/06/1995,179.444,0.625,13.9352
11/07/1995,180.64,29.1319,15.2894
11/08/1995,180.226,7.8009,12.5926
11/09/1995,179.904,11.2963,15.0232
11/10/1995,179.628,7.8704,11.0648
11/11/1995,179.122,6.1458,12.0023
11/12/1995,178.846,4.3171,7.5116
11/13/1995,178.202,0.2894,7.7431
11/14/1995,177.374,0.5556,10.1389
11/15/1995,176.41,3.4607,14.6181
11/16/1995,175.555,0.4398,10.3357
11/17/1995,174.97,3.2755,10.0463
11/18/1995,174.115,2.3264,12.2222
11/19/1995,173.125,0.4398,11.8982
11/20/1995,172.315,0.3472,9.7222
11/21/1995,171.164,3.1713,16.4931
11/22/1995,170.9,6.3079,9.3634
11/23/1995,170.372,1.8981,8.0093
11/24/1995,169.14,0.6829,14.9421
11/25/1995,168.392,6.6088,15.2662
11/26/1995,167.732,1.9907,9.6296
11/27/1995,166.955,1.7708,10.7639
11/28/1995,166.525,6.4352,11.412
11/29/1995,165.751,3.1944,12.1528
11/30/1995,165.144,6.0995,13.125
12/01/1995,164.934,4.8843,7.3148
12/02/1995,164.074,0.8912,10.8449
12/03/1995,162.956,0.5208,13.4607
12/04/1995,162.526,4.2245,9.2014
12/05/1995,163.042,14.8843,8.912
12/06/1995,162.827,10.2662,12.7546
12/07/1995,162.01,1.4583,10.9144
12/08/1995,162.01,8.831,8.831
12/09/1995,161.58,2.8472,7.8241
12/10/1995,161.623,11.5741,11.0764
12/11/1995,162.182,16.5741,10.1042
12/12/1995,165.45,44.838,7.0139
12/13/1995,168.172,42.8125,11.3079
12/14/1995,170.548,35.5903,8.0903
12/15/1995,173.44,43.9468,10.4745
12/16/1995,177.42,53.6227,7.5579
12/17/1995,186.4,122.6273,18.6921
12/18/1995,191.54,90.544,31.0532
12/19/1995,196.2,81.8056,27.8704
12/20/1995,200.26,80.2431,33.2523
12/21/1995,205,84.7685,29.9074
12/22/1995,209.8,84.3981,28.8426
12/23/1995,210.22,29.1319,24.2708
12/24/1995,210.82,30.8333,23.8889
12/25/1995,209.38,1.3542,18.0208
12/26/1995,208.66,1.956,10.2894
12/27/1995,209.08,18.8889,14.0278
12/28/1995,210.28,48.1134,34.2245
12/29/1995,210.7,40.6366,35.7755
12/30/1995,211.48,39.0972,30.0694
12/31/1995,211.72,32.7546,29.9769
01/01/1996,210.76,1.4931,12.6042
01/02/1996,209.92,1.2616,10.9838
01/03/1996,210.7,40.787,31.7593
01/04/1996,210.52,29.3171,31.4005
01/05/1996,211.9,49.3866,33.4144
01/06/1996,211.66,19.5833,22.3611
01/07/1996,211,7.8819,15.5208
01/08/1996,210.52,1.6435,7.1991
01/09/1996,210.22,19.3056,22.7778
01/10/1996,210.76,27.2801,21.0301
01/11/1996,214,93.3333,55.8333
01/12/1996,215.56,78.3681,60.3125
01/13/1996,216.7,70.162,56.9676
01/14/1996,218.44,75.7523,55.6134
01/15/1996,220.13,75.3356,55.7755
01/16/1996,219.34,43.9699,53.1134
01/17/1996,216.82,26.5741,55.7407
01/18/1996,215.62,41.6898,55.5787
01/19/1996,213.58,31.3195,54.9306
01/20/1996,209.98,12.8704,54.537
01/21/1996,206.86,9.3518,45.463
01/22/1996,204.76,8.0093,32.3148
01/23/1996,204.1,24.0278,31.6667
01/24/1996,206.86,85.9722,54.0278
01/25/1996,208.54,78.1019,58.6574
01/26/1996,209.98,76.5509,59.8843
01/27/1996,212.38,87.1759,59.3982
01/28/1996,212.08,57.3264,60.7986
01/29/1996,213.04,71.3194,60.2083
01/30/1996,222.21,166.6435,60.5093
01/31/1996,233,601.2153,476.331
02/01/1996,233,480.4514,480.4514
02/02/1996,233,253.7847,253.7847
02/03/1996,233,130.2315,130.2315
02/04/1996,233,91.9792,91.9792
02/05/1996,233,73.6806,73.6806
02/06/1996,232.805,63.4259,65.6829
02/07/1996,230.465,34.8843,61.9676
02/08/1996,228.775,42.1759,61.7361
02/09/1996,222.665,-9.1782,61.5394
02/10/1996,220.91,40.9722,61.2847
02/11/1996,218.98,38.7847,61.1227
02/12/1996,217.66,45.7176,60.9954
02/13/1996,216.7,32.8704,43.9815
02/14/1996,215.68,30.5556,42.3611
02/15/1996,214.24,24.4213,41.088
02/16/1996,213.22,26.8519,38.6574
02/17/1996,212.74,28.9931,34.5486
02/18/1996,211.36,11.8981,27.8704
02/19/1996,210.76,2.9745,9.919
02/20/1996,206.62,-28.3449,19.5718
02/21/1996,206.2,26.25,31.1111
02/22/1996,205.78,19.0856,23.9468
02/23/1996,205.84,14.919,14.2245
02/24/1996,205.36,5.5903,11.1458
02/25/1996,203.8,-4.5949,13.4607
02/26/1996,202.84,1.3657,12.4769
02/27/1996,203.32,12.7778,7.2222
02/28/1996,203.38,15.3704,14.6759
02/29/1996,203.2,8.8657,10.9491
03/01/1996,202.66,3.5995,9.8495
03/02/1996,202.54,6.6204,8.0093
03/03/1996,201.478,1.1921,13.4838
03/04/1996,200.55,2.4768,13.2176
03/05/1996,201.304,17.0833,8.3565
03/06/1996,201.942,16.8519,9.4676
03/07/1996,202.3,15.2546,11.1111
03/08/1996,202.12,8.6458,10.7292
03/09/1996,202.72,6.9526,0.0081
03/10/1996,202.18,4.5139,10.7639
03/11/1996,201.246,1.4699,12.2801
03/12/1996,200.782,10.9607,16.331
03/13/1996,200.376,20.0926,24.7917
03/14/1996,199.1,9.6644,24.4329
03/15/1996,198.23,18.2176,28.287
03/16/1996,196.954,17.4769,32.2454
03/17/1996,195.776,9.5718,23.206
03/18/1996,194.504,0.9259,15.6482
03/19/1996,193.5,15.4051,27.0255
03/20/1996,192.55,14.1898,25.1852
03/21/1996,191.33,13.3565,27.4769
03/22/1996,190.55,20.5903,29.6181
03/23/1996,188.15,5.6019,33.3796
03/24/1996,185.468,1.4583,32.5
03/25/1996,184.84,1.3194,8.588
03/26/1996,184.652,27.8356,30.0116
03/27/1996,184.268,27.2801,31.7245
03/28/1996,183.98,28.6574,31.9907
03/29/1996,182.972,13.1019,24.7685
03/30/1996,182.3,23.4375,31.2153
03/31/1996,182.972,26.0417,18.2639
04/01/1996,182.924,10.6597,11.2153
04/02/1996,182.732,24.4676,26.6898
04/03/1996,182.252,24.7569,30.3125
04/04/1996,182.348,24.3056,23.1944
04/05/1996,181.724,4.9306,12.1528
04/06/1996,180.778,1.6435,12.5926
04/07/1996,181.436,18.4607,10.8449
04/08/1996,181.292,8.4722,10.1389
04/09/1996,181.436,12.6389,10.9722
04/10/1996,182.876,29.9306,13.2639
04/11/1996,183.836,22.3264,11.2153
04/12/1996,184.94,32.6852,19.9074
04/13/1996,186.25,25.8333,10.6713
04/14/1996,186.15,12.2338,13.3912
04/15/1996,185.66,2.0486,7.7199
04/16/1996,185.804,23.3218,21.6551
04/17/1996,187.95,41.5856,16.7477
04/18/1996,190.69,55.8449,24.1319
04/19/1996,192.65,54.3056,31.6204
04/20/1996,195.246,59.3866,29.3403
04/21/1996,197.07,46.6435,25.5324
04/22/1996,196.041,5.0347,16.9444
04/23/1996,197.824,48.1829,27.5463
04/24/1996,199.56,51.8519,31.7593
04/25/1996,206.92,111.4005,26.2153
04/26/1996,208.72,54.8264,33.9931
04/27/1996,210.46,50.3125,30.1736
04/28/1996,212.2,47.1296,26.9907
04/29/1996,211.36,15.2431,24.9653
04/30/1996,212.44,41.0185,28.5185
05/01/1996,213.76,50.5324,35.2546
05/02/1996,211.78,3.2986,26.2153
05/03/1996,211.9,34.4792,33.0903
05/04/1996,212.32,38.2407,33.3796
05/05/1996,213.58,46.6319,32.0486
05/06/1996,212.92,24.5718,32.2107
05/07/1996,214.06,45.9606,32.7662
05/08/1996,214.84,51.7708,42.7431
05/09/1996,215.86,49.8843,38.0787
05/10/1996,216.64,48.5995,39.5718
05/11/1996,217.3,47.5,39.8611
05/12/1996,218.8,54.5602,37.1991
05/13/1996,219.76,48.6343,37.5232
05/14/1996,218.74,48.2176,60.0232
05/15/1996,217.9,50.3935,60.1157
05/16/1996,216.64,46.6319,61.2153
05/17/1996,216.34,32.662,36.1343
05/18/1996,218.38,54.6875,31.0764
05/19/1996,220.195,52.1181,31.1111
05/20/1996,217.84,4.1088,31.3657
05/21/1996,218.2,47.3611,43.1944
05/22/1996,219.76,71.6551,53.5995
05/23/1996,220.78,70.8565,59.0509
05/24/1996,221.765,72.0718,60.6713
05/25/1996,222.795,71.0995,59.1782
05/26/1996,221.69,45.0579,57.8472
05/27/1996,218.44,3.1829,40.7986
05/28/1996,218.8,62.1759,58.0093
05/29/1996,220.195,72.1759,56.0301
05/30/1996,220.65,66.0995,60.8333
05/31/1996,220.91,64.6759,61.6667
06/01/1996,216.94,15.5556,61.5046
06/02/1996,214.72,31.5972,57.2917
